Lake_Name,Round ,date,JD,Edible_Chl,dent,cerio ,pulic,Bosmina,parv,ambig,diaph ,scaph ,alona,chaob ,ostr ,cal ,cyc ,overall_m_prev,N_ug,P_ug,Z_bottom,n_max,bfs,d_tcline,t_tcline, depth_Ezi,T_Ezi,d1mgL,mDO,mspc,mpH,mT,mchlv,mchla
Pump,4,8/30/10,242,2.83,49093.48543,,116124.9752,11329.26587,,,,,,789.27,,,,0.02,227.19,6.62,7.02,81.73,0.14,4.49,19.77,1.04,25.7,5.79,7.83,657,7.98,25.22,6.99,764.97
Pump,5,9/6/10,249,1,377642.1956,,268125.9589,24546.74272,,,,,,394.64,,,,0,283.75,7.59,16.23,76.42,0.13,6.54,22.98,5.34,27.23,14.59,7.74,"1,338.20",8.01,27.68,3.54,387.19
Pump,6,9/13/10,256,1.26,186932.8868,,219032.4735,20770.32076,,,,,,251.13,,,,0,277.9,4.66,6,75.29,0.13,4.53,20.19,4.08,22.88,5.63,7.79,665.68,7.99,23.25,5.73,627.27
Pump,7,9/20/10,263,0.93,194485.7308,,224697.1064,56646.32935,,,,,,394.64,,,,0,316.45,4.5,17.02,77.96,0.14,7.49,19.01,6.54,22.89,15.09,7.25,544.88,7.99,23.92,5.7,623.53
Pump,8,9/27/10,270,1.29,328548.7102,,138468.8051,66087.38424,,,,,,645.77,,,,0,200.48,,6,59.98,0.1,4.56,19.18,4.06,21.18,4.91,8.26,667.9,8.13,21.52,7.49,819.45
Pump,9,10/4/10,277,1.59,220920.6845,,202038.5747,11329.26587,,,,,,"1,829.68",,,,0,283.75,6.89,7.04,54.7,0.1,5.52,15.26,4.97,17.36,5.82,8.5,675.1,8.02,18.08,15.22,"1,666.43"
Pump,10,10/11/10,284,1.6,55387.52203,,193856.3271,36505.41225,,,,,,681.64,,,,0.02,259.24,8.07,7.05,53.04,0.09,5.52,14.93,4.87,17.12,4.97,7.82,677.05,8.02,17.65,12.44,"1,361.20"
Pump,11,10/18/10,291,2.17,206444.4003,,88116.51232,35246.60493,,,,,,"1,004.53",,,,0,317.99,,8.42,41.97,0.07,7.63,16.08,7.18,17.25,8.42,7.44,"2,468.71",7.59,17.44,2.91,317.9
Pump,12,10/25/10,298,2.09,177491.832,,74269.63181,35246.60493,,,,,,"1,363.29",,,,0,404.34,,6.02,43.69,0.08,5.81,12.86,4.66,15.83,5.66,8.31,681.48,7.94,16.4,7.76,849.28
Pump,13,11/1/10,305,1.9,209801.2198,,56226.72691,19301.71222,,,,,,753.4,,,,0,338.29,6.63,6.76,18.34,0.03,1.04,11.46,6.76,10.43,6.76,8.28,694.35,7.71,10.79,14.84,"1,624.91"
Pump,14,11/12/10,316,1.42,146860.8539,,21819.32686,8811.651232,,,,,,"1,650.30",,,,0,332.98,8.71,13.18,49.16,0.09,10.6,12.41,10.25,14,12.2,8.98,"1,420.50",8,14.26,2.16,236.41
Pump,15,11/17/10,321,1.4,197632.7491,,25176.14638,52869.90739,,,,,1798.29617,322.88,,,,0,338.29,5.7,6.73,3.26,0.01,5.54,8.95,6.73,8.94,6.73,6.14,697.83,7.48,8.94,11.79,"1,290.39"
Pump,16,11/22/10,326,1.78,59703.43284,,12947.73242,,,,,,,430.51,,,,0,424.06,12.57,18.92,23,0.04,11.68,9.54,11.33,10.13,12.83,9.2,557.99,7.8,10.42,13.37,"1,464.08"
Scott,1,8/10/10,222,3,3479.972833,35.87600859,2224.312532,,,,,,,"1,040.40",,,,0.04,332.98,12.92,16.01,66.07,0.12,6.33,21.39,4.08,30.38,15.48,7.52,"1,297.25",8,30.86,1.05,113.99
Scott,2,8/17/10,229,5.7,102718.6772,,1342.727807,,,,,,,"3,049.46",,,,0.01,494.26,12.7,17.06,75.94,0.13,5.63,26.25,4.58,29.51,15.38,7.32,"1,316.50",7.97,29.85,1.08,117.82
Scott,3,8/23/10,235,6.17,30966.66004,7049.320985,1510.568783,,,,,,,"5,811.91",,,,0,451.52,15.46,15.81,78.52,0.14,5.57,26.74,5.12,29.05,15.32,7.44,"1,323.20",7.99,29.15,1.78,194.47
Scott,4,9/1/10,244,5.15,81193.07206,6294.036594,629.4036594,,,,,,,"2,762.45",,,,0,371.41,12.21,15.06,71.31,0.12,6.65,22.08,6.1,24.83,14.05,7.63,"1,356.00",7.96,24.95,0.95,103.59
Scott,5,9/8/10,251,4.82,117698.4843,629.4036594,,,2832.316467,,,,944.1054891,"2,296.06",,,,0,504.11,11.9,6.02,74.33,0.13,4.55,22.67,3.45,26.47,5,9.54,"2,196.67",7.76,26.74,4.57,499.98
Scott,6,9/15/10,258,8.5,141615.8234,8496.949402,4720.527446,,1416.158234,,,,,,,,,0,316.45,13.28,,,,,,,,,,,,,,
Scott,7,9/22/10,265,6.66,75056.38638,3776.421956,,,1258.807319,,,,,"4,053.99",,,,0.01,316.45,23.25,15.06,66.75,0.12,7.57,19.51,7.07,22,14.12,7.98,"1,384.86",8.05,22.14,1.19,129.71
Scott,8,9/29/10,272,3.56,196373.9417,1258.807319,,,,,,,359.6592339,"4,305.12",,,,0.01,316.64,13.19,6,61.16,0.11,5.82,17.21,4.12,23.08,4.87,10.03,"2,381.75",7.81,23.7,6.07,663.68
Scott,9,10/6/10,279,,41001.15267,3236.933106,,,,,,,,"2,977.71",,,,0.03,,21,16.28,64.76,0.11,8.51,17.09,8.06,19.33,13.41,8.33,"1,393.00",8.22,19.36,1.5,163.95
Scott,10,10/13/10,286,4.13,66968.54936,9566.935623,503.5229275,419.6024396,,,,,,"5,668.41",,,,0.31,307.31,13.25,13.06,47.6,0.08,8.68,16.49,8.23,17.9,12.98,8.7,"1,403.63",8,18.09,2.23,243.61
Scott,11,10/20/10,293,7.13,61261.95618,13007.67563,,,,,,,,"3,695.23",,,,0.09,377.04,10.55,15.46,46.89,0.08,9.5,13.7,8.35,16.4,11.75,8.89,"1,411.13",7.88,16.83,2.4,262.23
Scott,12,10/27/10,300,5.8,144762.8417,5874.434155,,1258.807319,,,,,,"5,345.53",,,,0.09,298.27,17,14.04,25.16,0.04,11.7,10.63,11.3,11.31,12.6,9.28,"1,431.27",7.81,11.98,1.46,159.14
Scott,13,11/3/10,307,4.89,184415.2722,5035.229275,,5035.229275,,,,,,"2,941.83",,,,0.05,303.99,13.88,7,17.78,0.03,6.99,13.9,7,13.89,5.94,7.69,"2,794.33",7.51,13.09,8.01,876.29
Scott,14,11/10/10,314,5.43,166162.5661,3776.421956,,,7552.843913,,,,,"1,829.68",,,,0.07,360.51,13.27,15.14,28.95,0.05,12.53,9.94,12.18,10.76,12.98,9.32,"1,433.82",7.83,10.86,1.28,139.23
Scott,15,11/15/10,319,6.1,235082.2668,,3776.421956,,7552.843913,,,,,"3,192.96",,,,0.07,389.75,16.44,15,21.39,0.04,13.29,7.57,12.29,9.09,13.34,9.11,558.36,7.68,9.81,15.33,"1,678.56"
Scott,17,11/29/10,333,4.36,14780.91554,,753.3961803,35.87600859,71.75201717,,,,35.87600859,"3,264.72",,,,0.04,477.28,17.89,7.03,3.19,0.01,4.42,7.67,7.03,11.04,5.97,8.55,"2,743.50",7.53,7.85,43.85,"4,801.60"
Todd,1,8/10/10,222,2.67,,,,,,,,,,430.51,,,,0,285.94,9.5,6.08,72.53,0.13,3.63,25.06,2.58,28.38,4.13,7.7,"1,753.00",7.46,29.02,2.95,322.59
Todd,2,8/17/10,229,3.03,475829.1665,,33987.79761,,,,,,,932.78,,,,0,307.31,9.18,6.03,74.5,0.13,3.61,24.89,3.06,27.46,3.71,7.41,"1,821.00",7.44,27.91,3.17,346.13
Todd,3,8/23/10,235,2.85,460723.4787,,50981.69641,,,,,,,"2,080.81",,,,0,275.26,12.5,6.07,74.57,0.13,3.6,25.24,3.1,27.57,3.9,7,"2,320.33",7.05,27.72,6.2,678.1
Todd,4,9/1/10,244,2.06,341766.1871,,18882.10978,,,,,,,"1,399.16",,,,0,307.31,7.81,6.01,60.72,0.11,4.71,21.7,4.11,23.92,5.06,9.45,"2,277.50",7.66,24.02,4.34,474.52
Todd,5,9/8/10,251,2.46,166162.5661,,14161.58234,,,,,,,"1,255.66",,,,0,389.75,6.47,9.03,70.72,0.12,5.48,22.29,4.13,27.24,9.03,7.08,"2,360.00",7.49,27.62,2.56,279.61
Todd,6,9/15/10,258,2.4,334213.3431,1888.210978,18882.10978,629.4036594,,,,,629.4036594,825.15,,,,0,272.39,6.38,,,,,,,,,,,,,,
Todd,7,9/22/10,265,1.41,122104.3099,1888.210978,15105.68783,2517.614638,,,,,,"1,040.40",,,,0,299.93,9.14,6.01,53.92,0.09,5.9,16.68,4.5,20.72,4.9,9.32,"2,424.50",7.86,21.03,3.55,387.74
Todd,8,9/29/10,272,1.87,181268.2539,,26434.9537,1888.210978,,,,,,"1,112.16",,,,0.02,277.9,7.33,9.04,58.22,0.1,6.44,19.29,5.04,23.67,9.04,7.34,"2,413.40",7.6,24.32,2.02,220.32
Todd,9,10/6/10,279,3.84,439953.1579,1888.210978,18882.10978,755.2843913,,,,,,179.38,,,,0.03,300.2,6.96,7,36.91,0.06,6.97,13.7,5.32,17.08,5.87,8.92,"2,500.80",7.73,17.67,3.27,357.63
Todd,10,10/13/10,286,2.22,122356.0714,1510.568783,8308.128304,,,,,,,71.75,,,,0.03,382.09,8.67,16.88,52.14,0.09,8.55,16.49,8,18.45,12.45,8.61,"1,398.50",8.02,19.15,1.98,216.79
Todd,11,10/20/10,293,2.31,174974.2173,1258.807319,6294.036594,,,,,,,251.13,,,,0.13,316.45,7.67,6.66,58.44,0.1,6.64,11.08,5.14,15.69,6.09,8.24,682.1,7.95,15.84,18.97,"2,076.78"
Todd,12,10/27/10,300,2.07,234138.1613,3776.421956,15105.68783,,,,,,,143.5,,,,0.12,326.86,13.94,7.02,32.33,0.06,6.98,13.68,6.03,15.4,5.93,7.29,"2,810.17",7.47,16.19,22.52,"2,465.32"
Todd,13,11/3/10,307,2.28,245467.4272,1258.807319,7552.843913,,,,,,,215.26,,,,0.11,441.21,7.93,8.77,16.74,0.03,8.77,12.17,8.77,12.17,5.97,6.28,"3,049.25",7.27,11.9,19.37,"2,120.99"
Todd,14,11/10/10,314,3.05,117069.0807,,3776.421956,,,,,,,0,,,,0.09,429.78,11.03,8.1,11.32,0.02,1.05,13.72,8.1,13.72,8.1,7.68,"2,483.14",7.47,13.69,3.32,363.26
Todd,15,11/15/10,319,2.95,226585.3174,,1888.210978,,,,,,,35.88,,,,0.08,378.32,7.19,9.01,13.98,0.02,8.98,12.14,9.01,12.12,5.98,6.5,"3,054.50",7.29,11.52,14.84,"1,624.00"
Todd,17,11/29/10,333,2.52,,,,,,,,,,0,,,,0.02,366.88,6.59,7.97,5.54,0.01,7.97,8.06,7.97,8.06,7.97,10.91,"1,333.86",7.94,8.23,58.19,"6,371.21"
university,1,,,,318478.2517,1258.807319,,1888.210978,,,,,,,,,,,,,,,,,,,,,,,,,,
university,3,,,,439953.1579,3776.421956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university,6,,,,793048.6109,7552.843913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university,7,,,,236026.3723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university,8,,,,400300.7274,1888.210978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university,9,,,,237914.5833,1888.210978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university,10,,,,212738.4369,,2517.614638,,,,,,,,,,,,,,,,,,,,,,,,,,,
university,11,,,,575904.3484,1888.210978,3776.421956,,,,,,1888.210978,,,,,,,,,,,,,,,,,,,,,
university,12,,,,353095.4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university,13,,,,275678.8028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university,15,,,,1034739.616,,,1888.210978,,,,,,,,,,,,,,,,,,,,,,,,,,
university,15,,,,657097.4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university,16,,,,1091385.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airline,1,7/14/11,195,1.29,,,,,,,,,,,,,,0,,5.63,,,,6.54,,,,,8.26,"1,452.00",7.43,18.69,0.02,406.93
Airline,2,7/19/11,200,1.81,,,,,,,,,,,,,,0,,13.99,,,,7.53,,,,,7.83,"2,318.31",7.2,18.64,0.02,393.8
Airline,3,7/26/11,207,1.39,,,,,,,,,,,,,,0,400.6,12.82,,,,7.01,,,,,8.04,"2,112.67",7.32,19.71,0.02,437.6
Airline,4,8/1/11,213,1.2,,,,,,,,,,,,,,0,217.5,7.43,,,,6.96,,,,,8.52,"2,101.13",7.31,20.1,0.02,370.2
Airline,5,8/17/11,229,1.51,,,,,,,,,,,,,,0,217.5,5.9,,,,7,,,,,7.58,"2,172.20",7.32,19.34,0.02,341.93
Airline,6,8/23/11,235,1.27,,,,,,,,,,,,,,0,207.8,6.24,,,,7.04,,,,,7.36,"2,123.80",7.33,19.36,0.02,347
Airline,7,8/30/11,242,1.06,,,,,,,,,,,,,,0,375.9,3.33,,,,8.79,,,,,5.9,"2,803.58",7.33,17.9,0.03,505.53
Airline,8,9/6/11,249,2.16,,,,,,,,,,,,,,0.01,392.2,6.5,,,,6.95,,,,,7.57,"2,128.13",7.5,19.1,0.02,382.47
Airline,9,9/13/11,256,2.15,,,,,,,,,,,,,,0.01,297.8,8.81,,,,7.46,,,,,7.27,"2,257.29",7.34,18.06,0.02,331.86
Airline,10,9/20/11,263,2.29,,,,,,,,,,,,,,0.07,348.6,7.78,,,,6.98,,,,,6.85,"2,175.47",7.57,17.89,0.04,323.33
Airline,11,9/27/11,270,2,,,,,,,,,,,,,,0.05,450.3,6.28,,,,6.61,,,,,5.98,"2,017.36",7.51,17.47,0.01,280.57
Airline,12,10/2/11,275,2.15,,,,,,,,,,,,,,0.11,245.2,10.69,,,,6.49,,,,,6.13,"1,982.14",7.44,17,0.01,297.36
Airline,13,10/11/11,284,1.69,,,,,,,,,,,,,,0.14,392.2,13.13,,,,7.02,,,,,6.06,"2,156.73",7.55,16.89,0.02,408.93
Airline,14,10/18/11,291,2.18,,,,,,,,,,,,,,0.16,377.7,12.7,,,,6.99,,,,,6,"2,156.27",7.62,16.19,0.02,580.27
Airline,15,10/25/11,298,2.27,,,,,,,,,,,,,,0.25,677.9,6.59,,,,6.99,,,,,6.33,"2,140.67",7.5,14.88,0.02,476.33
Airline,16,11/3/11,307,2.31,,,,,,,,,,,,,,0.29,169.4,12.74,,,,,,,,,,,,,,
Airline,17,11/10/11,314,3.29,,,,,,,,,,,,,,0.27,185.5,6.52,,,,,,,,,,,,,,
Airline,18,11/15/11,319,4.5,,,,,,,,,,,,,,0.11,747.2,7.93,,,,6.99,,,,,7.07,"2,096.20",7.67,13.14,0.02,572.53
Airline,19,11/21/11,325,4.32,,,,,,,,,,,,,,0.1,,8.61,,,,7,,,,,7.42,"2,080.93",7.57,12.06,0.02,507.13
Airline,20,11/29/11,333,3.19,,,,,,,,,,,,,,0.03,945.3,5.3,,,,7,,,,,7.2,"2,056.53",7.56,11.23,0.01,433.73
Airline,21,12/6/11,340,3.87,,,,,,,,,,,,,,0.02,,9.67,,,,6.01,,,,,8.45,"1,694.77",7.61,9.83,0.02,528.54
Beaver Dam,1,7/14/11,195,3.01,,,,,,,,,,,,,,0,,8.23,,,,3.04,,,,,10.36,"1,419.47",6.9,24.25,0.06,547.14
Beaver Dam,2,7/21/11,202,4.3,,,,,,,,,,,,,,0,,15.87,,,,3.5,,,,,7.23,"1,598.10",6.84,23.71,0.03,309
Beaver Dam,3,7/28/11,209,4.32,,,,,,,,,,,,,,0,519.5,18.09,,,,3.04,,,,,7.54,"1,408.07",6.98,25.18,0.03,514
Beaver Dam,4,8/2/11,214,1.86,,,,,,,,,,,,,,0,260.3,9.69,,,,3.52,,,,,8.52,"1,586.91",6.96,23.85,0.06,579
Beaver Dam,5,8/18/11,230,2.2,,,,,,,,,,,,,,0,428.5,9.93,,,,3.03,,,,,12.55,"1,445.70",7.19,24.35,0.13,502.71
Beaver Dam,6,8/22/11,234,1.3,,,,,,,,,,,,,,0,713,9.67,,,,3.31,,,,,10.93,"1,717.60",7.34,24.92,0.02,294
Beaver Dam,7,9/1/11,244,3.58,,,,,,,,,,,,,,0,320.1,10.54,,,,3.05,,,,,10.6,"1,496.30",7.16,24.54,0.02,436.43
Beaver Dam,8,9/8/11,251,4.57,,,,,,,,,,,,,,0.01,452.5,17.27,,,,3.02,,,,,7.46,"1,422.86",7.17,21.78,0.03,495.14
Beaver Dam,9,9/15/11,258,3.92,,,,,,,,,,,,,,0.01,372.4,9.98,,,,3,,,,,6.78,"1,449.71",7.25,21.12,0.02,654
Beaver Dam,10,9/22/11,265,3.1,,,,,,,,,,,,,,0.11,428.5,13.46,,,,2.99,,,,,6.28,"1,440.43",7.33,20.8,0.05,502.71
Beaver Dam,11,9/29/11,272,3.25,,,,,,,,,,,,,,0.12,377.7,9.57,,,,3.02,,,,,6.9,"1,454.57",7.33,19.13,0.05,402.14
Beaver Dam,12,10/6/11,279,5.48,,,,,,,,,,,,,,0.21,432.3,17.84,,,,3.03,,,,,11.44,"1,408.00",7.52,18.71,0.04,827.86
Beaver Dam,13,10/13/11,286,5.22,,,,,,,,,,,,,,0.07,392.2,8.56,,,,3.01,,,,,11.05,"1,389.86",7.6,19.12,0.1,601.43
Beaver Dam,14,10/20/11,293,4.95,,,,,,,,,,,,,,0.15,376.2,17.69,,,,3.01,,,,,7.04,"1,345.29",7.53,15.17,0.02,517.71
Beaver Dam,15,10/27/11,300,2.56,,,,,,,,,,,,,,0.24,844,14.79,,,,3.97,,,,,6.89,"1,422.60",7.52,14.72,0.01,500.6
Beaver Dam,16,11/3/11,307,4.07,,,,,,,,,,,,,,0.08,254.3,10.9,,,,3.02,,,,,8.25,"1,325.86",7.6,13,0.02,699.29
Beaver Dam,17,11/10/11,314,3.8,,,,,,,,,,,,,,0.06,100,16.13,,,,,,,,,,,,,,
Beaver Dam,18,11/17/11,321,6.58,,,,,,,,,,,,,,0.03,618.5,8.49,,,,2.51,,,,,9.87,"1,088.67",7.65,11.39,0.04,633
Beaver Dam,19,11/21/11,325,,,,,,,,,,,,,,,,,,,,,3.5,,,,,8.61,"1,349.50",7.74,8.53,0.02,634.5
Beaver Dam,20,12/1/11,335,4.92,,,,,,,,,,,,,,,727.4,14.9,,,,,,,,,,,,,,
Beaver Dam,21,12/6/11,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefiel,1,7/12/11,193,3.48,,,,,,,,,,,,,,0,,11.38,,,,4.02,,,,,7.45,"2,176.78",7.23,23.37,0.03,432
Benefiel,2,7/19/11,200,4.2,,,,,,,,,,,,,,0,,14.63,,,,3.52,,,,,8.2,"2,039.63",7.29,25.18,0.03,545.75
Benefiel,3,7/26/11,207,4.04,,,,,,,,,,,,,,0,509.6,19.38,,,,3.5,,,,,7.7,"2,037.88",7.37,25.9,0.02,555.38
Benefiel,4,8/1/11,213,3.05,,,,,,,,,,,,,,0,310.5,9.36,,,,3.55,,,,,7.84,"2,064.38",7.37,26.06,0.02,437.5
Benefiel,5,8/17/11,229,3.37,,,,,,,,,,,,,,0,398.3,10.73,,,,3.98,,,,,5.9,"2,225.56",7.38,22.96,0.03,493.89
Benefiel,6,8/23/11,235,2.61,,,,,,,,,,,,,,0,900.1,7.18,,,,3.55,,,,,5.96,"2,045.50",7.4,24.23,0.02,493.63
Benefiel,7,8/30/11,242,1.42,,,,,,,,,,,,,,0.01,232.5,8.34,,,,3.13,,,,,6.63,"1,827.92",7.54,24.34,0.02,154.89
Benefiel,8,9/6/11,249,4.68,,,,,,,,,,,,,,0.03,401.4,14.3,,,,3.98,,,,,6.27,"2,212.78",7.45,22.67,0.02,466.13
Benefiel,9,9/13/11,256,3.41,,,,,,,,,,,,,,0.15,254.3,13.9,,,,3.5,,,,,7.24,"2,093.25",7.46,22.19,0.03,608.5
Benefiel,10,9/20/11,263,3.66,,,,,,,,,,,,,,0.17,406.7,8.68,,,,3.92,,,,,6.39,"2,183.00",7.54,20.46,0.02,566.38
Benefiel,11,9/27/11,270,3.85,,,,,,,,,,,,,,0.17,457.6,20.25,,,,3.94,,,,,6,"2,123.33",7.54,19.24,0.03,632.78
Benefiel,12,10/2/11,275,6.28,,,,,,,,,,,,,,0.2,507.2,11.5,,,,3.51,,,,,7.21,"2,026.38",7.65,18.33,0.02,864.75
Benefiel,13,10/11/11,284,4.88,,,,,,,,,,,,,,0.13,376.2,14.58,,,,3.5,,,,,7.53,"2,026.75",7.77,18.75,0.02,783.75
Benefiel,14,10/18/11,291,4.33,,,,,,,,,,,,,,0.02,232.5,15.18,,,,3.51,,,,,7.67,"2,042.38",7.75,17.68,0.03,685.5
Benefiel,15,10/25/11,298,2.03,,,,,,,,,,,,,,0.03,"1,192.80",9.03,,,,3.97,,,,,7.3,"2,083.56",7.65,14.99,0.02,494.89
Benefiel,16,11/3/11,307,2.86,,,,,,,,,,,,,,0.08,406.7,16.42,,,,,,,,,,,,,,
Benefiel,17,11/10/11,314,3.07,,,,,,,,,,,,,,0.02,292.3,5.94,,,,,,,,,,,,,,
Benefiel,18,11/15/11,319,5.12,,,,,,,,,,,,,,0.02,786.8,9.23,,,,3.9,,,,,9.22,"1,929.33",7.96,12.5,0.02,681.44
Benefiel,19,11/21/11,325,4.79,,,,,,,,,,,,,,0.05,,9.03,,,,3.96,,,,,9.3,"1,939.78",7.78,10.97,0.03,703.67
Benefiel,20,11/29/11,333,5.33,,,,,,,,,,,,,,0.01,866.1,6.43,,,,3.95,,,,,9.35,"1,924.78",7.46,9.91,0.03,890.22
Benefiel,21,12/6/11,340,5.94,,,,,,,,,,,,,,0,,10.46,,,,4.01,,,,,8.06,"1,986.56",7.46,8.67,0.03,"1,035.56"
Canvasback,1,7/14/11,195,1.88,,,,,,,,,,,,,,0.01,,6.63,,,,4.5,,,,,9.75,"2,541.12",6.99,18.23,0.03,370.8
Canvasback,2,7/21/11,202,2.24,,,,,,,,,,,,,,0,,16.51,,,,4.56,,,,,10.36,"2,785.70",6.91,19.08,0.03,459.5
Canvasback,3,7/28/11,209,1.67,,,,,,,,,,,,,,0.01,431.2,15.27,,,,4.01,,,,,10.92,"2,745.67",7.14,20.48,0.03,361
Canvasback,4,8/2/11,214,1.47,,,,,,,,,,,,,,0,233.5,8.92,,,,4.73,,,,,9.89,"2,813.82",7,19.15,0.04,440.82
Canvasback,5,8/18/11,230,1.23,,,,,,,,,,,,,,0,341.4,7.73,,,,4.53,,,,,9.94,"2,830.80",7.15,19.53,0.03,381.8
Canvasback,6,8/25/11,237,1.16,,,,,,,,,,,,,,0,226.5,5.96,,,,4.53,,,,,10.28,"2,759.00",7.14,20.1,0.04,348.5
Canvasback,7,9/1/11,244,1.9,,,,,,,,,,,,,,0,226.5,5.86,,,,4.56,,,,,9.74,"2,765.10",7.3,20.32,0.04,334.2
Canvasback,8,9/8/11,251,2.42,,,,,,,,,,,,,,0,394.9,7.01,,,,4.49,,,,,9.9,"2,761.10",7.38,18.89,0.05,483.9
Canvasback,9,9/15/11,258,2.19,,,,,,,,,,,,,,0,228.2,8.37,,,,4.51,,,,,9.07,"2,820.00",7.38,18.38,0.04,303.6
Canvasback,10,9/22/11,265,2.47,,,,,,,,,,,,,,0.01,735.7,8.43,,,,4.5,,,,,9.34,"2,670.00",7.46,18.23,0.06,450.2
Canvasback,11,9/29/11,272,3.13,,,,,,,,,,,,,,0.01,268.8,7.09,,,,4.52,,,,,8.28,"2,781.40",7.45,17.15,0.05,332.3
Canvasback,12,10/6/11,279,2.32,,,,,,,,,,,,,,0.06,282.7,7.45,,,,4.54,,,,,8.98,"2,793.30",7.47,17.1,0.04,306
Canvasback,13,10/13/11,286,3.09,,,,,,,,,,,,,,0.17,382.2,7.05,,,,4,,,,,9.91,"2,768.11",7.64,18.2,0.03,485.44
Canvasback,14,10/21/11,294,5.44,,,,,,,,,,,,,,0.24,836.4,9.81,,,,4.53,,,,,8.25,"2,776.10",7.59,14.58,0.03,559.2
Canvasback,15,10/27/11,300,3.47,,,,,,,,,,,,,,0.42,413.6,8.29,,,,4.52,,,,,8,"2,761.70",7.58,14.3,0.03,528.2
Canvasback,16,11/3/11,307,4.16,,,,,,,,,,,,,,0.17,392.2,10.07,,,,4.51,,,,,8.42,"2,751.90",7.72,13.18,0.02,654.2
Canvasback,17,11/10/11,314,6.88,,,,,,,,,,,,,,0.43,206.8,8.93,,,,,,,,,,,,,,
Canvasback,18,11/17/11,321,7.15,,,,,,,,,,,,,,0.34,727.4,10.87,,,,5.69,,,,,7.78,"2,801.38",7.45,11.64,0.02,466.92
Canvasback,19,11/21/11,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canvasback,20,12/1/11,335,6.43,,,,,,,,,,,,,,0.15,776.9,8.25,,,,5.5,,,,,8.89,"2,739.17",7.5,9.14,0.02,542.92
Canvasback,21,12/6/11,340,5.26,,,,,,,,,,,,,,0.14,,15.49,,,,5.78,,,,,9.05,"2,758.50",7.56,8.65,0.02,610.83
Dogwood,1,7/12/11,193,3.84,,,,,,,,,,,,,,0,,10.23,,,,3.1,,,,,6.7,"1,258.29",7.23,23.46,0.04,621.29
Dogwood,2,7/19/11,200,4.82,,,,,,,,,,,,,,0,,20.83,,,,2.53,,,,,6.97,"1,239.00",7.31,25.89,0.03,700.6
Dogwood,3,7/26/11,207,5.51,,,,,,,,,,,,,,0,727.4,29.11,,,,3.13,,,,,5.6,"1,437.89",7.21,24.05,0.02,690.11
Dogwood,4,8/1/11,213,3.65,,,,,,,,,,,,,,0,340.4,15.6,,,,3,,,,,5.9,"1,264.86",7.29,25.96,0.02,580.86
Dogwood,5,8/17/11,229,2.9,,,,,,,,,,,,,,0,457.6,10.95,,,,3.51,,,,,4.79,"1,307.00",7.21,22.42,0.02,620
Dogwood,6,8/23/11,235,2.24,,,,,,,,,,,,,,0,394.9,9.95,,,,3.55,,,,,4.85,"1,277.38",7.25,22.63,0.03,660.5
Dogwood,7,8/3/11,215,5.51,,,,,,,,,,,,,,0,380.7,11.62,,,,5.02,,,,,4.05,"1,358.00",7.32,19.31,0.03,794.1
Dogwood,8,9/6/11,249,,,,,,,,,,,,,,,0,382.2,14.54,,,,3.53,,,,,5.12,"1,283.75",7.47,22.2,0.03,728.25
Dogwood,9,9/13/11,256,9.07,,,,,,,,,,,,,,0,392.2,12.42,,,,3.01,,,,,5.41,"1,280.43",7.42,22.02,0.02,781.57
Dogwood,10,9/20/11,263,5.29,,,,,,,,,,,,,,0.01,297.8,13.63,,,,2.5,,,,,6.03,"1,250.17",7.68,21.06,0.02,675.67
Dogwood,11,9/27/11,270,4.86,,,,,,,,,,,,,,0,390.2,15.36,,,,3.5,,,,,4.85,"1,259.00",7.5,18.78,0.03,586.75
Dogwood,12,10/2/11,275,7.57,,,,,,,,,,,,,,0.05,582,13.88,,,,3.51,,,,,5.41,"1,261.13",7.54,17.81,0.02,771.13
Dogwood,13,10/11/11,284,6.44,,,,,,,,,,,,,,0.09,383.9,18.09,,,,3.52,,,,,5.78,"1,256.13",7.69,17.76,0.04,618
Dogwood,14,10/18/11,291,5.65,,,,,,,,,,,,,,0.06,457.6,22.17,,,,4.02,,,,,5.3,"1,280.00",7.67,16.45,0.05,"1,036.00"
Dogwood,15,10/25/11,298,4.55,,,,,,,,,,,,,,0.11,600.7,17.19,,,,4,,,,,5.25,"1,241.00",7.62,14.11,0.02,751.38
Dogwood,16,11/3/11,307,4.51,,,,,,,,,,,,,,0.07,468.6,20.91,,,,,,,,,,,,,,
Dogwood,17,11/10/11,314,6.79,,,,,,,,,,,,,,0.02,436.5,16.25,,,,,,,,,,,,,,
